ID,Trips_Per_Day,Distance_Travelled_PassengerKm_Per_Day,Time_Travelled_Minutes_Per_Day,Trips_Per_Year,Distance_Travelled_PassengerKm_Per_Year,Time_Travelled_Hours_Per_Year,TravelMotives,Population,TravelModes,Margins,RegionCharacteristics,Period
36855,0.04,0.21,1.01,16.0,77.0,6.2,Attending education/courses,Population: 12 years or older,Bike,Value,Zuid-Nederland (LD),2021
36856,0.06,0.29,1.38,22.0,105.0,8.4,Attending education/courses,Population: 12 years or older,Bike,Value,Zuid-Nederland (LD),2022
36857,0.06,0.3,1.34,22.0,108.0,8.1,Attending education/courses,Population: 12 years or older,Bike,Value,Zuid-Nederland (LD),2023
36858,0.11,0.44,1.99,41.0,159.0,12.1,Attending education/courses,Population: 12 years or older,Bike,Value,Groningen (PV),2018
36859,0.11,0.5,2.24,40.0,182.0,13.6,Attending education/courses,Population: 12 years or older,Bike,Value,Groningen (PV),2019
36861,0.05,0.22,0.93,19.0,78.0,5.7,Attending education/courses,Population: 12 years or older,Bike,Value,Groningen (PV),2021
36862,0.07,0.37,1.48,25.0,134.0,9.0,Attending education/courses,Population: 12 years or older,Bike,Value,Groningen (PV),2022
36863,0.06,0.28,1.18,22.0,101.0,7.2,Attending education/courses,Population: 12 years or older,Bike,Value,Groningen (PV),2023
36864,0.07,0.45,1.65,27.0,165.0,10.0,Attending education/courses,Population: 12 years or older,Bike,Value,Fryslân (PV),2018
36865,0.09,0.37,1.78,31.0,136.0,10.9,Attending education/courses,Population: 12 years or older,Bike,Value,Fryslân (PV),2019
36868,0.07,0.37,1.58,26.0,135.0,9.6,Attending education/courses,Population: 12 years or older,Bike,Value,Fryslân (PV),2022
36869,0.06,0.34,1.35,23.0,126.0,8.2,Attending education/courses,Population: 12 years or older,Bike,Value,Fryslân (PV),2023
36870,0.09,0.47,2.0,33.0,173.0,12.2,Attending education/courses,Population: 12 years or older,Bike,Value,Drenthe (PV),2018
36876,0.09,0.51,2.2,34.0,184.0,13.4,Attending education/courses,Population: 12 years or older,Bike,Value,Overijssel (PV),2018
36877,0.1,0.49,2.16,37.0,178.0,13.2,Attending education/courses,Population: 12 years or older,Bike,Value,Overijssel (PV),2019
36878,0.07,0.36,1.52,25.0,130.0,9.3,Attending education/courses,Population: 12 years or older,Bike,Value,Overijssel (PV),2020
36879,0.06,0.33,1.39,23.0,120.0,8.5,Attending education/courses,Population: 12 years or older,Bike,Value,Overijssel (PV),2021
36880,0.06,0.3,1.3,23.0,108.0,7.9,Attending education/courses,Population: 12 years or older,Bike,Value,Overijssel (PV),2022
36881,0.08,0.42,1.74,28.0,152.0,10.6,Attending education/courses,Population: 12 years or older,Bike,Value,Overijssel (PV),2023
36882,0.07,0.41,1.64,24.0,150.0,10.0,Attending education/courses,Population: 12 years or older,Bike,Value,Flevoland (PV),2018
36886,0.06,0.21,1.02,22.0,76.0,6.2,Attending education/courses,Population: 12 years or older,Bike,Value,Flevoland (PV),2022
36887,0.06,0.29,1.39,24.0,106.0,8.4,Attending education/courses,Population: 12 years or older,Bike,Value,Flevoland (PV),2023
36888,0.09,0.47,2.04,33.0,170.0,12.4,Attending education/courses,Population: 12 years or older,Bike,Value,Gelderland (PV),2018
36889,0.09,0.47,2.04,34.0,172.0,12.4,Attending education/courses,Population: 12 years or older,Bike,Value,Gelderland (PV),2019
36890,0.05,0.28,1.22,19.0,104.0,7.4,Attending education/courses,Population: 12 years or older,Bike,Value,Gelderland (PV),2020
36891,0.05,0.27,1.11,18.0,98.0,6.8,Attending education/courses,Population: 12 years or older,Bike,Value,Gelderland (PV),2021
36892,0.07,0.4,1.62,26.0,145.0,9.9,Attending education/courses,Population: 12 years or older,Bike,Value,Gelderland (PV),2022
36893,0.07,0.4,1.65,26.0,146.0,10.1,Attending education/courses,Population: 12 years or older,Bike,Value,Gelderland (PV),2023
36894,0.09,0.5,2.16,33.0,182.0,13.1,Attending education/courses,Population: 12 years or older,Bike,Value,Utrecht (PV),2018
36895,0.09,0.45,2.07,33.0,165.0,12.6,Attending education/courses,Population: 12 years or older,Bike,Value,Utrecht (PV),2019
36896,0.05,0.27,1.21,19.0,99.0,7.4,Attending education/courses,Population: 12 years or older,Bike,Value,Utrecht (PV),2020
36897,0.06,0.32,1.51,23.0,117.0,9.2,Attending education/courses,Population: 12 years or older,Bike,Value,Utrecht (PV),2021
36898,0.08,0.38,1.71,29.0,139.0,10.4,Attending education/courses,Population: 12 years or older,Bike,Value,Utrecht (PV),2022
36899,0.08,0.41,1.81,29.0,149.0,11.0,Attending education/courses,Population: 12 years or older,Bike,Value,Utrecht (PV),2023
36900,0.07,0.32,1.5,27.0,117.0,9.1,Attending education/courses,Population: 12 years or older,Bike,Value,Noord-Holland (PV),2018
36901,0.08,0.36,1.66,30.0,130.0,10.1,Attending education/courses,Population: 12 years or older,Bike,Value,Noord-Holland (PV),2019
36902,0.04,0.19,0.91,15.0,70.0,5.6,Attending education/courses,Population: 12 years or older,Bike,Value,Noord-Holland (PV),2020
36903,0.05,0.21,1.06,19.0,77.0,6.5,Attending education/courses,Population: 12 years or older,Bike,Value,Noord-Holland (PV),2021
36904,0.07,0.29,1.4,25.0,105.0,8.5,Attending education/courses,Population: 12 years or older,Bike,Value,Noord-Holland (PV),2022
36905,0.07,0.28,1.37,24.0,103.0,8.3,Attending education/courses,Population: 12 years or older,Bike,Value,Noord-Holland (PV),2023
36906,0.08,0.33,1.55,29.0,122.0,9.4,Attending education/courses,Population: 12 years or older,Bike,Value,Zuid-Holland (PV),2018
36907,0.07,0.34,1.57,27.0,123.0,9.5,Attending education/courses,Population: 12 years or older,Bike,Value,Zuid-Holland (PV),2019
36908,0.04,0.19,0.9,16.0,69.0,5.5,Attending education/courses,Population: 12 years or older,Bike,Value,Zuid-Holland (PV),2020
36909,0.05,0.19,0.97,16.0,69.0,5.9,Attending education/courses,Population: 12 years or older,Bike,Value,Zuid-Holland (PV),2021
36910,0.06,0.29,1.4,23.0,105.0,8.5,Attending education/courses,Population: 12 years or older,Bike,Value,Zuid-Holland (PV),2022
36911,0.07,0.3,1.41,24.0,111.0,8.6,Attending education/courses,Population: 12 years or older,Bike,Value,Zuid-Holland (PV),2023
36918,0.08,0.37,1.71,29.0,135.0,10.4,Attending education/courses,Population: 12 years or older,Bike,Value,Noord-Brabant (PV),2018
36919,0.07,0.36,1.61,27.0,131.0,9.8,Attending education/courses,Population: 12 years or older,Bike,Value,Noord-Brabant (PV),2019
36920,0.05,0.22,1.03,19.0,80.0,6.3,Attending education/courses,Population: 12 years or older,Bike,Value,Noord-Brabant (PV),2020
36921,0.05,0.22,1.09,17.0,80.0,6.6,Attending education/courses,Population: 12 years or older,Bike,Value,Noord-Brabant (PV),2021
36922,0.07,0.32,1.55,25.0,119.0,9.4,Attending education/courses,Population: 12 years or older,Bike,Value,Noord-Brabant (PV),2022
36923,0.07,0.34,1.54,25.0,123.0,9.4,Attending education/courses,Population: 12 years or older,Bike,Value,Noord-Brabant (PV),2023
36924,0.07,0.36,1.58,24.0,131.0,9.6,Attending education/courses,Population: 12 years or older,Bike,Value,Limburg (PV),2018
36925,0.06,0.31,1.53,24.0,114.0,9.3,Attending education/courses,Population: 12 years or older,Bike,Value,Limburg (PV),2019
36926,0.03,0.14,0.66,11.0,52.0,4.1,Attending education/courses,Population: 12 years or older,Bike,Value,Limburg (PV),2020
36927,0.04,0.19,0.85,15.0,68.0,5.1,Attending education/courses,Population: 12 years or older,Bike,Value,Limburg (PV),2021
36928,0.05,0.21,0.98,17.0,75.0,5.9,Attending education/courses,Population: 12 years or older,Bike,Value,Limburg (PV),2022
36929,0.04,0.2,0.86,14.0,74.0,5.2,Attending education/courses,Population: 12 years or older,Bike,Value,Limburg (PV),2023
36930,0.08,0.32,1.55,31.0,115.0,9.4,Attending education/courses,Population: 12 years or older,Bike,Value,Extremely urbanised,2018
36931,0.09,0.33,1.61,33.0,119.0,9.8,Attending education/courses,Population: 12 years or older,Bike,Value,Extremely urbanised,2019
36932,0.04,0.16,0.82,16.0,57.0,5.0,Attending education/courses,Population: 12 years or older,Bike,Value,Extremely urbanised,2020
36933,0.05,0.18,1.05,18.0,67.0,6.4,Attending education/courses,Population: 12 years or older,Bike,Value,Extremely urbanised,2021
36934,0.07,0.24,1.24,24.0,88.0,7.5,Attending education/courses,Population: 12 years or older,Bike,Value,Extremely urbanised,2022
36935,0.07,0.27,1.37,25.0,97.0,8.3,Attending education/courses,Population: 12 years or older,Bike,Value,Extremely urbanised,2023
36936,0.08,0.35,1.6,31.0,129.0,9.7,Attending education/courses,Population: 12 years or older,Bike,Value,Strongly urbanised,2018
36937,0.08,0.31,1.47,29.0,113.0,9.0,Attending education/courses,Population: 12 years or older,Bike,Value,Strongly urbanised,2019
36938,0.05,0.2,0.98,19.0,75.0,6.0,Attending education/courses,Population: 12 years or older,Bike,Value,Strongly urbanised,2020
36939,0.05,0.21,1.03,19.0,77.0,6.3,Attending education/courses,Population: 12 years or older,Bike,Value,Strongly urbanised,2021
36940,0.07,0.28,1.37,25.0,101.0,8.4,Attending education/courses,Population: 12 years or older,Bike,Value,Strongly urbanised,2022
36941,0.07,0.31,1.37,26.0,112.0,8.3,Attending education/courses,Population: 12 years or older,Bike,Value,Strongly urbanised,2023
36942,0.08,0.37,1.65,28.0,135.0,10.0,Attending education/courses,Population: 12 years or older,Bike,Value,Moderately urbanised,2018
36943,0.08,0.4,1.89,31.0,146.0,11.5,Attending education/courses,Population: 12 years or older,Bike,Value,Moderately urbanised,2019
36944,0.05,0.21,0.95,18.0,78.0,5.8,Attending education/courses,Population: 12 years or older,Bike,Value,Moderately urbanised,2020
36945,0.05,0.24,1.04,19.0,86.0,6.3,Attending education/courses,Population: 12 years or older,Bike,Value,Moderately urbanised,2021
36946,0.08,0.37,1.61,28.0,134.0,9.8,Attending education/courses,Population: 12 years or older,Bike,Value,Moderately urbanised,2022
36947,0.07,0.33,1.46,24.0,121.0,8.9,Attending education/courses,Population: 12 years or older,Bike,Value,Moderately urbanised,2023
36948,0.08,0.48,2.02,28.0,176.0,12.3,Attending education/courses,Population: 12 years or older,Bike,Value,Hardly urbanised,2018
36949,0.07,0.48,1.95,27.0,175.0,11.9,Attending education/courses,Population: 12 years or older,Bike,Value,Hardly urbanised,2019
36950,0.05,0.32,1.33,17.0,117.0,8.1,Attending education/courses,Population: 12 years or older,Bike,Value,Hardly urbanised,2020
36951,0.05,0.32,1.27,17.0,115.0,7.7,Attending education/courses,Population: 12 years or older,Bike,Value,Hardly urbanised,2021
36952,0.06,0.4,1.63,22.0,145.0,9.9,Attending education/courses,Population: 12 years or older,Bike,Value,Hardly urbanised,2022
36953,0.06,0.43,1.73,22.0,157.0,10.5,Attending education/courses,Population: 12 years or older,Bike,Value,Hardly urbanised,2023
36954,0.07,0.58,2.33,27.0,212.0,14.2,Attending education/courses,Population: 12 years or older,Bike,Value,Not urbanised,2018
36955,0.06,0.55,2.2,23.0,201.0,13.4,Attending education/courses,Population: 12 years or older,Bike,Value,Not urbanised,2019
36956,0.05,0.4,1.51,17.0,147.0,9.2,Attending education/courses,Population: 12 years or older,Bike,Value,Not urbanised,2020
36957,0.03,0.25,0.92,12.0,90.0,5.6,Attending education/courses,Population: 12 years or older,Bike,Value,Not urbanised,2021
36958,0.04,0.39,1.37,16.0,141.0,8.3,Attending education/courses,Population: 12 years or older,Bike,Value,Not urbanised,2022
36959,0.05,0.42,1.52,18.0,153.0,9.2,Attending education/courses,Population: 12 years or older,Bike,Value,Not urbanised,2023
37224,0.01,0.03,0.09,3.0,10.0,0.6,Attending education/courses,Population: 12 years or older,Walking,Value,The Netherlands,2018
37225,0.01,0.03,0.08,2.0,10.0,0.5,Attending education/courses,Population: 12 years or older,Walking,Value,The Netherlands,2019
37226,0.0,0.01,0.07,2.0,4.0,0.4,Attending education/courses,Population: 12 years or older,Walking,Value,The Netherlands,2020
37227,0.0,0.01,0.06,2.0,5.0,0.4,Attending education/courses,Population: 12 years or older,Walking,Value,The Netherlands,2021
37228,0.01,0.02,0.1,2.0,8.0,0.6,Attending education/courses,Population: 12 years or older,Walking,Value,The Netherlands,2022
37229,0.01,0.02,0.11,3.0,9.0,0.7,Attending education/courses,Population: 12 years or older,Walking,Value,The Netherlands,2023
37242,0.01,0.03,0.11,3.0,11.0,0.7,Attending education/courses,Population: 12 years or older,Walking,Value,West-Nederland (LD),2018
37243,0.01,0.03,0.11,3.0,11.0,0.7,Attending education/courses,Population: 12 years or older,Walking,Value,West-Nederland (LD),2019
37244,0.01,0.02,0.1,2.0,6.0,0.6,Attending education/courses,Population: 12 years or older,Walking,Value,West-Nederland (LD),2020
37245,0.01,0.02,0.08,2.0,6.0,0.5,Attending education/courses,Population: 12 years or older,Walking,Value,West-Nederland (LD),2021
37246,0.01,0.03,0.12,2.0,10.0,0.7,Attending education/courses,Population: 12 years or older,Walking,Value,West-Nederland (LD),2022
37247,0.01,0.03,0.14,3.0,10.0,0.8,Attending education/courses,Population: 12 years or older,Walking,Value,West-Nederland (LD),2023
37295,0.01,0.03,0.09,3.0,9.0,0.6,Attending education/courses,Population: 12 years or older,Walking,Value,Utrecht (PV),2023
37302,0.01,0.03,0.16,4.0,12.0,1.0,Attending education/courses,Population: 12 years or older,Walking,Value,Zuid-Holland (PV),2018
37303,0.01,0.03,0.1,3.0,12.0,0.6,Attending education/courses,Population: 12 years or older,Walking,Value,Zuid-Holland (PV),2019
37304,0.01,0.02,0.1,3.0,6.0,0.6,Attending education/courses,Population: 12 years or older,Walking,Value,Zuid-Holland (PV),2020
37305,0.01,0.02,0.08,2.0,7.0,0.5,Attending education/courses,Population: 12 years or older,Walking,Value,Zuid-Holland (PV),2021
37306,0.01,0.02,0.09,2.0,9.0,0.6,Attending education/courses,Population: 12 years or older,Walking,Value,Zuid-Holland (PV),2022
37307,0.01,0.03,0.19,4.0,12.0,1.2,Attending education/courses,Population: 12 years or older,Walking,Value,Zuid-Holland (PV),2023
37326,0.01,0.04,0.19,5.0,15.0,1.2,Attending education/courses,Population: 12 years or older,Walking,Value,Extremely urbanised,2018
37327,0.01,0.04,0.19,4.0,15.0,1.1,Attending education/courses,Population: 12 years or older,Walking,Value,Extremely urbanised,2019
37328,0.01,0.02,0.15,3.0,7.0,0.9,Attending education/courses,Population: 12 years or older,Walking,Value,Extremely urbanised,2020
37329,0.01,0.02,0.1,3.0,7.0,0.6,Attending education/courses,Population: 12 years or older,Walking,Value,Extremely urbanised,2021
37330,0.01,0.03,0.18,4.0,12.0,1.1,Attending education/courses,Population: 12 years or older,Walking,Value,Extremely urbanised,2022
37331,0.01,0.03,0.23,5.0,11.0,1.4,Attending education/courses,Population: 12 years or older,Walking,Value,Extremely urbanised,2023
37332,0.01,0.03,0.09,3.0,9.0,0.6,Attending education/courses,Population: 12 years or older,Walking,Value,Strongly urbanised,2018
37333,0.01,0.02,0.07,2.0,9.0,0.4,Attending education/courses,Population: 12 years or older,Walking,Value,Strongly urbanised,2019
37337,0.01,0.02,0.1,2.0,9.0,0.6,Attending education/courses,Population: 12 years or older,Walking,Value,Strongly urbanised,2023
37620,0.0,0.06,0.11,1.0,22.0,0.7,Attending education/courses,Population: 12 years or older,Other,Value,The Netherlands,2018
37621,0.0,0.07,0.13,2.0,25.0,0.8,Attending education/courses,Population: 12 years or older,Other,Value,The Netherlands,2019
37622,0.0,0.03,0.06,1.0,10.0,0.4,Attending education/courses,Population: 12 years or older,Other,Value,The Netherlands,2020
37623,0.0,0.05,0.1,1.0,18.0,0.6,Attending education/courses,Population: 12 years or older,Other,Value,The Netherlands,2021
37624,0.0,0.07,0.13,2.0,25.0,0.8,Attending education/courses,Population: 12 years or older,Other,Value,The Netherlands,2022
37625,0.0,0.06,0.13,1.0,24.0,0.8,Attending education/courses,Population: 12 years or older,Other,Value,The Netherlands,2023
37638,0.0,0.05,0.12,2.0,20.0,0.7,Attending education/courses,Population: 12 years or older,Other,Value,West-Nederland (LD),2018
37639,0.01,0.08,0.16,2.0,29.0,1.0,Attending education/courses,Population: 12 years or older,Other,Value,West-Nederland (LD),2019
37641,0.0,0.06,0.11,1.0,20.0,0.7,Attending education/courses,Population: 12 years or older,Other,Value,West-Nederland (LD),2021
37642,0.0,0.09,0.15,2.0,32.0,0.9,Attending education/courses,Population: 12 years or older,Other,Value,West-Nederland (LD),2022
37643,0.0,0.06,0.15,2.0,21.0,0.9,Attending education/courses,Population: 12 years or older,Other,Value,West-Nederland (LD),2023
38016,0.29,6.63,8.82,107.0,2421.0,53.7,Visits including staying overnight,Population 6 years or older,Total,Value,The Netherlands,2018
38017,0.27,5.85,8.15,100.0,2134.0,49.6,Visits including staying overnight,Population 6 years or older,Total,Value,The Netherlands,2019
38018,0.24,4.07,6.13,87.0,1489.0,37.4,Visits including staying overnight,Population 6 years or older,Total,Value,The Netherlands,2020
38019,0.26,4.66,7.01,94.0,1701.0,42.7,Visits including staying overnight,Population 6 years or older,Total,Value,The Netherlands,2021
38020,0.26,5.02,7.4,96.0,1833.0,45.0,Visits including staying overnight,Population 6 years or older,Total,Value,The Netherlands,2022
38021,0.27,5.19,7.67,98.0,1894.0,46.6,Visits including staying overnight,Population 6 years or older,Total,Value,The Netherlands,2023
38022,0.3,7.74,9.28,109.0,2825.0,56.4,Visits including staying overnight,Population 6 years or older,Total,Value,Noord-Nederland (LD),2018
38023,0.26,6.98,8.59,95.0,2549.0,52.2,Visits including staying overnight,Population 6 years or older,Total,Value,Noord-Nederland (LD),2019
38024,0.24,4.18,6.04,87.0,1529.0,36.8,Visits including staying overnight,Population 6 years or older,Total,Value,Noord-Nederland (LD),2020
